question_id,question,context,answer,answer_start,answer_end,title
60,금융투자상품과 비금융투자상품의 차이점은 무엇인가요? ,"금융상품은 투자성이 있는 금융투자상품과 투자성이 없는 비금융투자상품으로 나눌 수 있다. 여기서 투자성이란 투자한 원금의 손실 가능성이 있는 경우를 말한다. 금융투자상품은 장래에 이익을 얻거나 손실을 회피할 수 있도록 해주는 금융상품을 말하는데, 투자에 대한 성과를 얻을 수 있지만, 손실을 볼 위험도 있다. 금융투자상품 중 원금까지만 손실이 발생할 가능성이 있는 것에는 주식, 채권, 펀드 등이 있고, 원금을 초과하여 손실이 발생할 가능성이 있는 것으로 파생상품 등이 있다. 주식은 주식회사의 자본을 구성하는 단위로서 발행 주식의 액면 금액이 회사의 자본금이 되며, 주식회사의 주인인 주주가 가지는 권리와 지분을 나타낸다. 기업은 주식 발행을 통해 안정적인 산업 자본을 조달할 수 있고, 일반 투자자들은 재산 증식을 위한 투자 대상으로 주식을 활용할 수 있다. 채권은 주식과 함께 자본을 조달하는 대표적인 수단 중 하나로 활용된다.","투자에 대한 성과를 얻을 수 있지만, 손실을 볼 위험도 있다",137.0,170.0,60
61,금융투자상품이 주는 성과와 위험은 어떻게 되나요? ,"금융상품은 투자성이 있는 금융투자상품과 투자성이 없는 비금융투자상품으로 나눌 수 있다. 여기서 투자성이란 투자한 원금의 손실 가능성이 있는 경우를 말한다. 금융투자상품은 장래에 이익을 얻거나 손실을 회피할 수 있도록 해주는 금융상품을 말하는데, 투자에 대한 성과를 얻을 수 있지만, 손실을 볼 위험도 있다. 금융투자상품 중 원금까지만 손실이 발생할 가능성이 있는 것에는 주식, 채권, 펀드 등이 있고, 원금을 초과하여 손실이 발생할 가능성이 있는 것으로 파생상품 등이 있다. 주식은 주식회사의 자본을 구성하는 단위로서 발행 주식의 액면 금액이 회사의 자본금이 되며, 주식회사의 주인인 주주가 가지는 권리와 지분을 나타낸다. 기업은 주식 발행을 통해 안정적인 산업 자본을 조달할 수 있고, 일반 투자자들은 재산 증식을 위한 투자 대상으로 주식을 활용할 수 있다. 채권은 주식과 함께 자본을 조달하는 대표적인 수단 중 하나로 활용된다.","투자에 대한 성과를 얻을 수 있지만, 손실을 볼 위험도 있다",137.0,170.0,61
62,주식이 무엇을 나타내는 단위인가요? ,"금융상품은 투자성이 있는 금융투자상품과 투자성이 없는 비금융투자상품으로 나눌 수 있다. 여기서 투자성이란 투자한 원금의 손실 가능성이 있는 경우를 말한다. 금융투자상품은 장래에 이익을 얻거나 손실을 회피할 수 있도록 해주는 금융상품을 말하는데, 투자에 대한 성과를 얻을 수 있지만, 손실을 볼 위험도 있다. 금융투자상품 중 원금까지만 손실이 발생할 가능성이 있는 것에는 주식, 채권, 펀드 등이 있고, 원금을 초과하여 손실이 발생할 가능성이 있는 것으로 파생상품 등이 있다. 주식은 주식회사의 자본을 구성하는 단위로서 발행 주식의 액면 금액이 회사의 자본금이 되며, 주식회사의 주인인 주주가 가지는 권리와 지분을 나타낸다. 기업은 주식 발행을 통해 안정적인 산업 자본을 조달할 수 있고, 일반 투자자들은 재산 증식을 위한 투자 대상으로 주식을 활용할 수 있다. 채권은 주식과 함께 자본을 조달하는 대표적인 수단 중 하나로 활용된다.","주식회사의 자본을 구성하는 단위로서 발행 주식의 액면 금액이 회사의 자본금이 되며, 주식회사의 주인인 주주가 가지는 권리와 지분을 나타낸다",270.0,347.0,62
63,채권은 어떤 조건을 명시한 유가증권인가요? ,"채권은 정부, 지방자치단체, 특별법에 의해 설립된 법인 및 주식회사 등이 투자자들로부터 비교적 장기의 자금을 조달하면서 일정 기간 정기적으로 이자를 지급하고 만기에 원금을 상환한다는 조건을 명시한 유가증권이다. 채권 수익률은 채권의 신용 등급이 높을수록 낮고, 채권의 신용 등급이 낮을수록 높다. 펀드란 다수인으로부터 자금을 모아 주식, 채권, 기타 금융상품에 나누어 투자하고 그에 따른 수익 또는 손실 등의 결과를 다시 투자자에게 배분하는 투자상품을 말한다. 투자자 입장에서 소액 자금으로도 금융시장에 참여할 수 있으며 풍부한 경험과 전문 지식을 가진 자산운용사들이 투자자를 대신하여 자산을 운용하므로 전문적인 투자와 위험의 분산이라는 장점을 누릴 수 있다. 파생상품은 다른 자산의 가격에 따라 그 가치가 결정되는 금융상품이다.",투자자들로부터 비교적 장기의 자금을 조달하면서 일정 기간 정기적으로 이자를 지급하고 만기에 원금을 상환한다는 조건을 명시한 유가증권이다,41.0,116.0,63
64,채권 수익률은 어떤 요인에 영향을 받나요? ,"채권은 정부, 지방자치단체, 특별법에 의해 설립된 법인 및 주식회사 등이 투자자들로부터 비교적 장기의 자금을 조달하면서 일정 기간 정기적으로 이자를 지급하고 만기에 원금을 상환한다는 조건을 명시한 유가증권이다. 채권 수익률은 채권의 신용 등급이 높을수록 낮고, 채권의 신용 등급이 낮을수록 높다. 펀드란 다수인으로부터 자금을 모아 주식, 채권, 기타 금융상품에 나누어 투자하고 그에 따른 수익 또는 손실 등의 결과를 다시 투자자에게 배분하는 투자상품을 말한다. 투자자 입장에서 소액 자금으로도 금융시장에 참여할 수 있으며 풍부한 경험과 전문 지식을 가진 자산운용사들이 투자자를 대신하여 자산을 운용하므로 전문적인 투자와 위험의 분산이라는 장점을 누릴 수 있다. 파생상품은 다른 자산의 가격에 따라 그 가치가 결정되는 금융상품이다.","채권의 신용 등급이 높을수록 낮고, 채권의 신용 등급이 낮을수록 높다",126.0,164.0,64
65,펀드란 무엇인가요? ,"채권은 정부, 지방자치단체, 특별법에 의해 설립된 법인 및 주식회사 등이 투자자들로부터 비교적 장기의 자금을 조달하면서 일정 기간 정기적으로 이자를 지급하고 만기에 원금을 상환한다는 조건을 명시한 유가증권이다. 채권 수익률은 채권의 신용 등급이 높을수록 낮고, 채권의 신용 등급이 낮을수록 높다. 펀드란 다수인으로부터 자금을 모아 주식, 채권, 기타 금융상품에 나누어 투자하고 그에 따른 수익 또는 손실 등의 결과를 다시 투자자에게 배분하는 투자상품을 말한다. 투자자 입장에서 소액 자금으로도 금융시장에 참여할 수 있으며 풍부한 경험과 전문 지식을 가진 자산운용사들이 투자자를 대신하여 자산을 운용하므로 전문적인 투자와 위험의 분산이라는 장점을 누릴 수 있다. 파생상품은 다른 자산의 가격에 따라 그 가치가 결정되는 금융상품이다.","다수인으로부터 자금을 모아 주식, 채권, 기타 금융상품에 나누어 투자하고 그에 따른 수익 또는 손실 등의 결과를 다시 투자자에게 배분하는 투자상품을 말한다",170.0,256.0,65
66,펀드를 이용하는 장점은 무엇인가요? ,"채권은 정부, 지방자치단체, 특별법에 의해 설립된 법인 및 주식회사 등이 투자자들로부터 비교적 장기의 자금을 조달하면서 일정 기간 정기적으로 이자를 지급하고 만기에 원금을 상환한다는 조건을 명시한 유가증권이다. 채권 수익률은 채권의 신용 등급이 높을수록 낮고, 채권의 신용 등급이 낮을수록 높다. 펀드란 다수인으로부터 자금을 모아 주식, 채권, 기타 금융상품에 나누어 투자하고 그에 따른 수익 또는 손실 등의 결과를 다시 투자자에게 배분하는 투자상품을 말한다. 투자자 입장에서 소액 자금으로도 금융시장에 참여할 수 있으며 풍부한 경험과 전문 지식을 가진 자산운용사들이 투자자를 대신하여 자산을 운용하므로 전문적인 투자와 위험의 분산이라는 장점을 누릴 수 있다. 파생상품은 다른 자산의 가격에 따라 그 가치가 결정되는 금융상품이다.",소액 자금으로도 금융시장에 참여할 수 있으며 풍부한 경험과 전문 지식을 가진 자산운용사들이 투자자를 대신하여 자산을 운용하므로 전문적인 투자와 위험의 분산이라는 장점을 누릴 수 있다,267.0,368.0,66
67,파생상품은 어떤 자산에 의해 가치가 결정되나요? ,"채권은 정부, 지방자치단체, 특별법에 의해 설립된 법인 및 주식회사 등이 투자자들로부터 비교적 장기의 자금을 조달하면서 일정 기간 정기적으로 이자를 지급하고 만기에 원금을 상환한다는 조건을 명시한 유가증권이다. 채권 수익률은 채권의 신용 등급이 높을수록 낮고, 채권의 신용 등급이 낮을수록 높다. 펀드란 다수인으로부터 자금을 모아 주식, 채권, 기타 금융상품에 나누어 투자하고 그에 따른 수익 또는 손실 등의 결과를 다시 투자자에게 배분하는 투자상품을 말한다. 투자자 입장에서 소액 자금으로도 금융시장에 참여할 수 있으며 풍부한 경험과 전문 지식을 가진 자산운용사들이 투자자를 대신하여 자산을 운용하므로 전문적인 투자와 위험의 분산이라는 장점을 누릴 수 있다. 파생상품은 다른 자산의 가격에 따라 그 가치가 결정되는 금융상품이다.",다른 자산의 가격에 따라 그 가치가 결정되는 금융상품이다,376.0,407.0,67
68,파생상품을 이용하는 주된 목적은 무엇인가요? ,"파생상품을 이용하는 주된 목적은 예상치 못한금리,환율, 주가의 변동 등 시장의 변동으로 곡물, 원유, 금, 주식, 채권과 같은 기초자산의 가치가 달라지는 위험을 회피하기 위한 것이다. 파생상품의 가치가 연동되는 기초자산을 현물이라고 하며, 대표적인 파생상품으로 선도·선물·옵션(option)·스와프(swap) 등이 있다.","예상치 못한금리,환율, 주가의 변동 등 시장의 변동으로 곡물, 원유, 금, 주식, 채권과 같은 기초자산의 가치가 달라지는 위험을 회피하기 위한 것이다",18.0,101.0,68
69,보험은 무엇을 대비하기 위해 가입하는 금융상품인가요? ,"보험은 질병, 재해, 사망 등 각종 사고와 같은 위험에 대비한 보장을 받기 위하여 가입하는 금융상품이다. 평소에 보험료를 내고 사고가 발생했을 때보험회사로부터 약정된 보험금을 받아 경제적 손실을 만회할 수 있는 금융상품이다. 그러나 사고가 발생하지 않으면 낸 보험료는 돌려받지 않는 것이 일반적이다. 보험회사는 보험계약자가 낸 보험료로 사업비 등의 비용을 제외하고 남은 돈으로 약속한 보험금을 지급하기 때문에 보험회사의 사업비가 적을수록 보험료가 저렴해져 소비자에게 유리하다. 보험상품에는생명보험, 상해질병보험 그리고손해보험등이 있다. 상해·질병보험에는 실손형 특약과 정액형 특약이 있는데 실손형 특약은 여러 보험에 중복해서 가입해도 보상받는 금액은 실제 치료에 들어간 비용의 범위 내에서 지급되기 때문에 아무리 여러 보험회사에 중복 가입하여도 중복 혜택이 없다.","질병, 재해, 사망 등 각종 사고와 같은 위험에 대비한 보장을 받기 위하여",4.0,45.0,69
70,보험금을 받기 위해 무엇을 내야 하나요? ,"보험은 질병, 재해, 사망 등 각종 사고와 같은 위험에 대비한 보장을 받기 위하여 가입하는 금융상품이다. 평소에 보험료를 내고 사고가 발생했을 때보험회사로부터 약정된 보험금을 받아 경제적 손실을 만회할 수 있는 금융상품이다. 그러나 사고가 발생하지 않으면 낸 보험료는 돌려받지 않는 것이 일반적이다. 보험회사는 보험계약자가 낸 보험료로 사업비 등의 비용을 제외하고 남은 돈으로 약속한 보험금을 지급하기 때문에 보험회사의 사업비가 적을수록 보험료가 저렴해져 소비자에게 유리하다. 보험상품에는생명보험, 상해질병보험 그리고손해보험등이 있다. 상해·질병보험에는 실손형 특약과 정액형 특약이 있는데 실손형 특약은 여러 보험에 중복해서 가입해도 보상받는 금액은 실제 치료에 들어간 비용의 범위 내에서 지급되기 때문에 아무리 여러 보험회사에 중복 가입하여도 중복 혜택이 없다.",평소에 보험료를 내고 사고가 발생했을 때보험회사로부터 약정된 보험금을 받아,59.0,100.0,70
71,보험사가 보험료를 어떻게 사용하나요? ,"보험은 질병, 재해, 사망 등 각종 사고와 같은 위험에 대비한 보장을 받기 위하여 가입하는 금융상품이다. 평소에 보험료를 내고 사고가 발생했을 때보험회사로부터 약정된 보험금을 받아 경제적 손실을 만회할 수 있는 금융상품이다. 그러나 사고가 발생하지 않으면 낸 보험료는 돌려받지 않는 것이 일반적이다. 보험회사는 보험계약자가 낸 보험료로 사업비 등의 비용을 제외하고 남은 돈으로 약속한 보험금을 지급하기 때문에 보험회사의 사업비가 적을수록 보험료가 저렴해져 소비자에게 유리하다. 보험상품에는생명보험, 상해질병보험 그리고손해보험등이 있다. 상해·질병보험에는 실손형 특약과 정액형 특약이 있는데 실손형 특약은 여러 보험에 중복해서 가입해도 보상받는 금액은 실제 치료에 들어간 비용의 범위 내에서 지급되기 때문에 아무리 여러 보험회사에 중복 가입하여도 중복 혜택이 없다.",보험회사는 보험계약자가 낸 보험료로 사업비 등의 비용을 제외하고 남은 돈으로 약속한 보험금을 지급,168.0,222.0,71
72,보험상품에는 어떤 종류가 있나요? ,"보험은 질병, 재해, 사망 등 각종 사고와 같은 위험에 대비한 보장을 받기 위하여 가입하는 금융상품이다. 평소에 보험료를 내고 사고가 발생했을 때보험회사로부터 약정된 보험금을 받아 경제적 손실을 만회할 수 있는 금융상품이다. 그러나 사고가 발생하지 않으면 낸 보험료는 돌려받지 않는 것이 일반적이다. 보험회사는 보험계약자가 낸 보험료로 사업비 등의 비용을 제외하고 남은 돈으로 약속한 보험금을 지급하기 때문에 보험회사의 사업비가 적을수록 보험료가 저렴해져 소비자에게 유리하다. 보험상품에는생명보험, 상해질병보험 그리고손해보험등이 있다. 상해·질병보험에는 실손형 특약과 정액형 특약이 있는데 실손형 특약은 여러 보험에 중복해서 가입해도 보상받는 금액은 실제 치료에 들어간 비용의 범위 내에서 지급되기 때문에 아무리 여러 보험회사에 중복 가입하여도 중복 혜택이 없다.","생명보험, 상해질병보험 그리고손해보험등이 있다",273.0,298.0,72
73,보험 가입 시 신중한 선택이 왜 중요한가요? ,그러나 정액형 특약은 금액이 약속된 것이기 때문에 중복 가입이 있더라도 정해진 금액을 중복하여 지급받을 수 있다. 따라서 선택에 따른 불이익을 줄이려면 본인이 가입하는 혹은 본인이 구입하는 보험상품의 성격을 정확하게 알아야 한다. 보험은 일반적으로 장기 계약이 많고 중간에 해지하면 손해를 보기 때문에 특히 신중한 선택이 요구된다. 보험상품의 구입은 보험설계사를 통하여 이루어지는 경우가 많은데 설명내용과 계약내용을 비교하여 본인이 내용을 직접 확인하는 것이 필요하다.,보험은 일반적으로 장기 계약이 많고 중간에 해지하면 손해를 보기 때문에 특히 신중한 선택이 요구된다,129.0,184.0,73
74,보험상품 구입 시 어떤 절차를 거쳐야 하나요? ,그러나 정액형 특약은 금액이 약속된 것이기 때문에 중복 가입이 있더라도 정해진 금액을 중복하여 지급받을 수 있다. 따라서 선택에 따른 불이익을 줄이려면 본인이 가입하는 혹은 본인이 구입하는 보험상품의 성격을 정확하게 알아야 한다. 보험은 일반적으로 장기 계약이 많고 중간에 해지하면 손해를 보기 때문에 특히 신중한 선택이 요구된다. 보험상품의 구입은 보험설계사를 통하여 이루어지는 경우가 많은데 설명내용과 계약내용을 비교하여 본인이 내용을 직접 확인하는 것이 필요하다.,보험상품의 구입은 보험설계사를 통하여 이루어지는 경우가 많은데 설명내용과 계약내용을 비교하여 본인이 내용을 직접 확인하는 것이 필요하다,186.0,261.0,74
75,재테크란 무엇을 의미하나요? ,"저축과투자는 소득발생과 소비지출의 시간적 차이를 조정하는 역할뿐 아니라 재산증식의 수단으로 활용된다. 우리는 주변에서 '재테크'라는 말을 많이 듣는다. 재무라는 의미의 '재(財)'와 기술을 의미하는 테크놀로지(technology)의 앞부분인 '테크(tech)'를 합성하여 만든 단어인 재테크는 사회에서 편의상 통용되는 단어로서 개인의 생각이나 상황에 따라 의미가 천차만별로 쓰이고 있다. 그중에서도 가장 일반적인 재테크의 의미는 투자를 통해 돈을 벌거나 재산을 불리는 방법으로 인식되고 있다. 따라서 많은 사람들은 소질이 있고 운이 따라야 재테크로 돈을 벌 수 있다고 생각한다. 그러나 진정한 의미의 재테크는 운을 좇기 보다는 소득의 일부를 저축 또는 투자를 통해 돈을 모으고 이 돈을 효율적으로 시간과 효용에 따라 배분하는 방법을 배우는 것에서 출발한다. 재테크와 관련하여 다음과 같이 오해하는 경우가 많이 있다. 첫째, 재무는 어렵기 때문에 자신은 재테크에 소질이 없다고 생각한다.",재테크의 의미는 투자를 통해 돈을 벌거나 재산을 불리는 방법으로 인식되고 있다,231.0,274.0,75
76,재테크의 일반적인 의미는 무엇인가요? ,"저축과투자는 소득발생과 소비지출의 시간적 차이를 조정하는 역할뿐 아니라 재산증식의 수단으로 활용된다. 우리는 주변에서 '재테크'라는 말을 많이 듣는다. 재무라는 의미의 '재(財)'와 기술을 의미하는 테크놀로지(technology)의 앞부분인 '테크(tech)'를 합성하여 만든 단어인 재테크는 사회에서 편의상 통용되는 단어로서 개인의 생각이나 상황에 따라 의미가 천차만별로 쓰이고 있다. 그중에서도 가장 일반적인 재테크의 의미는 투자를 통해 돈을 벌거나 재산을 불리는 방법으로 인식되고 있다. 따라서 많은 사람들은 소질이 있고 운이 따라야 재테크로 돈을 벌 수 있다고 생각한다. 그러나 진정한 의미의 재테크는 운을 좇기 보다는 소득의 일부를 저축 또는 투자를 통해 돈을 모으고 이 돈을 효율적으로 시간과 효용에 따라 배분하는 방법을 배우는 것에서 출발한다. 재테크와 관련하여 다음과 같이 오해하는 경우가 많이 있다. 첫째, 재무는 어렵기 때문에 자신은 재테크에 소질이 없다고 생각한다.",일반적인 재테크의 의미는 투자를 통해 돈을 벌거나 재산을 불리는 방법으로 인식되고 있다,226.0,274.0,76
77,재테크를 전문가에게 맡길 때 필요한 점은 무엇인가요? ,"물론, 재무는 돈과 관련되기 때문에 필연적으로 숫자 계산이 수반되므로 복잡해 보이기도 하지만, 원리를 알면 누구나 쉽게 이해할 수 있다. 둘째, 재테크는 전문가에게 맡기면 된다고 생각한다. 물론, 요즘은 일반인의 재테크를 도와주는 다양한 전문가가 많이 있고, 이들의 도움을 받는 것이 필요하다. 그러나 결국 중요한 결정은 자신이 해야 하고 최종 책임도 자신에게 있다는 점을 명심해야 한다. 전문가에게 맡길 때는 물론이고 맡긴 후에도 지속적으로 관심을 갖고 피드백을 해야 한다. 셋째, 재테크는 운이 좋아야 한다고 생각한다. 물론, 세상에는 운이 좋아 돈을 버는 사람이 있다. 하지만 어쩌다가 몇 차례 운이 좋아 돈을 버는 경우는 있으나, 긴 인생을 생각하면 계속 요행으로만 재테크에 성공하는 사람은 없다.",전문가에게 맡길 때는 물론이고 맡긴 후에도 지속적으로 관심을 갖고 피드백을 해야 한다,218.0,265.0,77
78,재테크의 성공을 위해서는 무엇이 중요한가요? ,"물론, 재무는 돈과 관련되기 때문에 필연적으로 숫자 계산이 수반되므로 복잡해 보이기도 하지만, 원리를 알면 누구나 쉽게 이해할 수 있다. 둘째, 재테크는 전문가에게 맡기면 된다고 생각한다. 물론, 요즘은 일반인의 재테크를 도와주는 다양한 전문가가 많이 있고, 이들의 도움을 받는 것이 필요하다. 그러나 결국 중요한 결정은 자신이 해야 하고 최종 책임도 자신에게 있다는 점을 명심해야 한다. 전문가에게 맡길 때는 물론이고 맡긴 후에도 지속적으로 관심을 갖고 피드백을 해야 한다. 셋째, 재테크는 운이 좋아야 한다고 생각한다. 물론, 세상에는 운이 좋아 돈을 버는 사람이 있다. 하지만 어쩌다가 몇 차례 운이 좋아 돈을 버는 경우는 있으나, 긴 인생을 생각하면 계속 요행으로만 재테크에 성공하는 사람은 없다.",결국 중요한 결정은 자신이 해야 하고 최종 책임도 자신에게 있다는 점을 명심해야 한다.,169.0,217.0,78
79,저축과 투자는 어떤 역할을 하나요? ,"저축과투자는 소득발생과 소비지출의 시간적 차이를 조정하는 역할뿐 아니라 재산증식의 수단으로 활용된다. 우리는 주변에서 '재테크'라는 말을 많이 듣는다. 재무라는 의미의 '재(財)'와 기술을 의미하는 테크놀로지(technology)의 앞부분인 '테크(tech)'를 합성하여 만든 단어인 재테크는 사회에서 편의상 통용되는 단어로서 개인의 생각이나 상황에 따라 의미가 천차만별로 쓰이고 있다. 그중에서도 가장 일반적인 재테크의 의미는 투자를 통해 돈을 벌거나 재산을 불리는 방법으로 인식되고 있다. 따라서 많은 사람들은 소질이 있고 운이 따라야 재테크로 돈을 벌 수 있다고 생각한다. 그러나 진정한 의미의 재테크는 운을 좇기 보다는 소득의 일부를 저축 또는 투자를 통해 돈을 모으고 이 돈을 효율적으로 시간과 효용에 따라 배분하는 방법을 배우는 것에서 출발한다. 재테크와 관련하여 다음과 같이 오해하는 경우가 많이 있다. 첫째, 재무는 어렵기 때문에 자신은 재테크에 소질이 없다고 생각한다.",소득발생과 소비지출의 시간적 차이를 조정하는 역할뿐 아니라 재산증식의 수단으로 활용된다.,7.0,56.0,79
80,저축의 목적은 무엇인가요? ,"저축은 단순히 현재의 소비를 미래로 이전하는 것이다. 따라서 불확실성을 떠안으면서까지 현재의 소비를 희생하지는 않을 것이다. 즉, 저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다.1)예를 들면, 현재 보유한 화폐 중 여유분이 조만간 필요한 경우에는 보통예금에 저축하고, 필요한 시점을 확정할 수 있으면 정기예금에 저축한다. 매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다. 확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다. 즉, 현재의 소비를 희생한 대가로 원금보다 더 많은 미래 수익이 발생할 수도 있고, 반대로 원금을 까먹을 가능성도 있는 것이다. 뒤에서 좀더 상세하게 논의 되겠지만, 투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다.",저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다,73.0,128.0,80
81,어떤 경우에 정기예금에 저축하게 될 수 있나요? ,"저축은 단순히 현재의 소비를 미래로 이전하는 것이다. 따라서 불확실성을 떠안으면서까지 현재의 소비를 희생하지는 않을 것이다. 즉, 저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다.2)예를 들면, 현재 보유한 화폐 중 여유분이 조만간 필요한 경우에는 보통예금에 저축하고, 필요한 시점을 확정할 수 있으면 정기예금에 저축한다. 매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다. 확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다. 즉, 현재의 소비를 희생한 대가로 원금보다 더 많은 미래 수익이 발생할 수도 있고, 반대로 원금을 까먹을 가능성도 있는 것이다. 뒤에서 좀더 상세하게 논의 되겠지만, 투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다.",필요한 시점을 확정할 수 있으면 정기예금에 저축한다,180.0,208.0,81
82,어떤 방식으로 목돈을 마련하기 위해 저축할 수 있나요? ,"저축은 단순히 현재의 소비를 미래로 이전하는 것이다. 따라서 불확실성을 떠안으면서까지 현재의 소비를 희생하지는 않을 것이다. 즉, 저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다.3)예를 들면, 현재 보유한 화폐 중 여유분이 조만간 필요한 경우에는 보통예금에 저축하고, 필요한 시점을 확정할 수 있으면 정기예금에 저축한다. 매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다. 확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다. 즉, 현재의 소비를 희생한 대가로 원금보다 더 많은 미래 수익이 발생할 수도 있고, 반대로 원금을 까먹을 가능성도 있는 것이다. 뒤에서 좀더 상세하게 논의 되겠지만, 투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다.",매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다,210.0,255.0,82
83,투자와 저축의 가장 큰 차이점은 무엇인가요? ,"저축은 단순히 현재의 소비를 미래로 이전하는 것이다. 따라서 불확실성을 떠안으면서까지 현재의 소비를 희생하지는 않을 것이다. 즉, 저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다.4)예를 들면, 현재 보유한 화폐 중 여유분이 조만간 필요한 경우에는 보통예금에 저축하고, 필요한 시점을 확정할 수 있으면 정기예금에 저축한다. 매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다. 확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다. 즉, 현재의 소비를 희생한 대가로 원금보다 더 많은 미래 수익이 발생할 수도 있고, 반대로 원금을 까먹을 가능성도 있는 것이다. 뒤에서 좀더 상세하게 논의 되겠지만, 투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다.","확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다.",257.0,308.0,83
84,투자에는 어떤 불확실성이 존재하나요? ,"저축은 단순히 현재의 소비를 미래로 이전하는 것이다. 따라서 불확실성을 떠안으면서까지 현재의 소비를 희생하지는 않을 것이다. 즉, 저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다.5)예를 들면, 현재 보유한 화폐 중 여유분이 조만간 필요한 경우에는 보통예금에 저축하고, 필요한 시점을 확정할 수 있으면 정기예금에 저축한다. 매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다. 확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다. 즉, 현재의 소비를 희생한 대가로 원금보다 더 많은 미래 수익이 발생할 수도 있고, 반대로 원금을 까먹을 가능성도 있는 것이다. 뒤에서 좀더 상세하게 논의 되겠지만, 투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다.",투자에는 미래 수익에 대한 불확실성이 존재한다,282.0,307.0,84
85,투자에 수반되는 불확실성을 금융에서 어떻게 부르나요? ,"저축은 단순히 현재의 소비를 미래로 이전하는 것이다. 따라서 불확실성을 떠안으면서까지 현재의 소비를 희생하지는 않을 것이다. 즉, 저축의 목적은 예정된 일자에 이자 및 원금을 확실하게 회수하여 계획했던 미래 소비에 사용하는 것이다.6)예를 들면, 현재 보유한 화폐 중 여유분이 조만간 필요한 경우에는 보통예금에 저축하고, 필요한 시점을 확정할 수 있으면 정기예금에 저축한다. 매달 소득의 일부를 절약하여 미래에 목돈을 마련하기 위해서 적금에 저축하기도 한다. 확실한 미래 현금흐름이 보장되는 저축과 달리,투자에는 미래 수익에 대한 불확실성이 존재한다. 즉, 현재의 소비를 희생한 대가로 원금보다 더 많은 미래 수익이 발생할 수도 있고, 반대로 원금을 까먹을 가능성도 있는 것이다. 뒤에서 좀더 상세하게 논의 되겠지만, 투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다.",투자에 수반되는 미래 불확실성을 금융에서는 리스크(risk)라고 부른다,402.0,441.0,85
86,투자에 따라 리스크의 크기는 어떻게 결정되나요? ,"따라서 투자에는 반드시 리스크가 수반되고, 투자의 종류에 따라 리스크의 크기도 다르게 된다. 한편, 요행을 바라고 과도한 리스크를 떠안으면서 비교적 단기간에 부당한 이득을 취하려는 경우는 흔히 말하는 '투기'이고 건전한 투자와 구별된다.",투자의 종류에 따라 리스크의 크기도 다르게 된다,24.0,50.0,86
